n,      F(n),      G(n),      ATg_FG,      ATg_GF,      pi,      Delta,      Theta,      O_large 

20.0000000000        14654.2950973426     	 15120.6459854454    	 0.7697369146         0.8010594122         -0.0313224975        0.2058554227         -0.1432104277        0.1432104277        
20.1000000000        15666.9660197101     	 15866.0273010889    	 0.7790854536         0.7917108732         -0.0126254197        0.1871583449         -0.1619075055        0.1619075055        
20.2000000000        16749.8238849658     	 16648.1526358865    	 0.7884423878         0.7823539390         0.0060884488         0.1684444764         -0.1684444764        0.1806213740        
20.3000000000        17907.7453633450     	 17468.8333083072    	 0.7978043811         0.7729919457         0.0248124354         0.1497204898         -0.1497204898        0.1993453606        
20.4000000000        19145.9466832837     	 18329.9699268510    	 0.8071680872         0.7636282396         0.0435398475         0.1309930777         -0.1309930777        0.2180727727        
20.5000000000        20470.0073182635     	 19233.5567916539    	 0.8165301555         0.7542661713         0.0622639842         0.1122689410         -0.1122689410        0.2367969094        
20.6000000000        21885.8953286813     	 20181.6865130737    	 0.8258872375         0.7449090893         0.0809781483         0.0935547769         -0.0935547769        0.2555110735        
20.7000000000        23399.9944745502     	 21176.5548579513    	 0.8352359924         0.7355603344         0.0996756581         0.0748572671         -0.0748572671        0.2742085833        
20.8000000000        25019.1332229488     	 22220.4658347714    	 0.8445730931         0.7262232337         0.1183498594         0.0561830658         -0.0561830658        0.2928827846        
20.9000000000        26750.6157828200     	 23315.8370294993    	 0.8538952320         0.7169010948         0.1369941372         0.0375387880         -0.0375387880        0.3115270624        
21.0000000000        28602.2553090123     	 24465.2052044508    	 0.8631991269         0.7075971999         0.1556019271         0.0189309981         -0.0189309981        0.3301348523        
21.1000000000        30582.4094273995     	 25671.2321731620    	 0.8724815268         0.6983148000         0.1741667269         0.0003661983         -0.0003661983        0.3486996521        
21.2000000000        32700.0182435556     	 26936.7109648645    	 0.8817392171         0.6890571097         0.1926821075         -0.0181491823        0.0181491823         0.3672150327        
21.3000000000        34964.6450088497     	 28264.5722928413    	 0.8909690253         0.6798273015         0.2111417239         -0.0366087987        0.0366087987         0.3856746491        
21.4000000000        37386.5196300131     	 29657.8913416451    	 0.9001678260         0.6706285008         0.2295393252         -0.0550064000        0.0550064000         0.4040722504        
21.5000000000        39976.5852212709     	 31119.8948888962    	 0.9093325460         0.6614637808         0.2478687653         -0.0733358401        0.0733358401         0.4224016905        
21.6000000000        42746.5479120890     	 32653.9687781535    	 0.9184601693         0.6523361575         0.2661240118         -0.0915910866        0.0915910866         0.4406569370        
21.7000000000        45708.9301385243     	 34263.6657601655    	 0.9275477412         0.6432485856         0.2842991556         -0.1097662304        0.1097662304         0.4588320808        
21.8000000000        48877.1276621483     	 35952.7137206604    	 0.9365923732         0.6342039536         0.3023884196         -0.1278554944        0.1278554944         0.4769213448        
21.9000000000        52265.4705776246     	 37725.0243137301    	 0.9455912466         0.6252050802         0.3203861664         -0.1458532412        0.1458532412         0.4949190916        
22.0000000000        55889.2885883262     	 39584.7020208016    	 0.9545416166         0.6162547102         0.3382869064         -0.1637539812        0.1637539812         0.5128198316        
22.1000000000        59764.9808489719     	 41536.0536561764    	 0.9634408157         0.6073555111         0.3560853045         -0.1815523793        0.1815523793         0.5306182297        
22.2000000000        63910.0906952299     	 43583.5983411511    	 0.9722862569         0.5985100699         0.3737761869         -0.1992432617        0.1992432617         0.5483091121        
