n,      F(n),      G(n),      ATg_FG,      ATg_GF,      pi,      Delta,      Theta,      O_large 

110.6000000000       11692839119061811000000000000000.0000000000 	 129725098986144910000000.0000000000	 1.5707963157         0.0000000111         1.5707963046         -1.4398966107        1.4398966107         1.7016959985        
110.7000000000       12526413013628189000000000000000.0000000000 	 136119975570607620000000.0000000000	 1.5707963159         0.0000000109         1.5707963051         -1.4398966112        1.4398966112         1.7016959990        
110.8000000000       13419417252913705000000000000000.0000000000 	 142830091432975060000000.0000000000	 1.5707963162         0.0000000106         1.5707963055         -1.4398966116        1.4398966116         1.7016959994        
110.9000000000       14376089352536537000000000000000.0000000000 	 149870986482582630000000.0000000000	 1.5707963164         0.0000000104         1.5707963059         -1.4398966120        1.4398966120         1.7016959998        
111.0000000000       15400968998739972000000000000000.0000000000 	 157258966677919820000000.0000000000	 1.5707963166         0.0000000102         1.5707963064         -1.4398966125        1.4398966125         1.7016960003        
111.1000000000       16498919597537022000000000000000.0000000000 	 165011141789482770000000.0000000000	 1.5707963168         0.0000000100         1.5707963068         -1.4398966129        1.4398966129         1.7016960007        
111.2000000000       17675151360748332000000000000000.0000000000 	 173145465024169390000000.0000000000	 1.5707963170         0.0000000098         1.5707963072         -1.4398966133        1.4398966133         1.7016960011        
111.3000000000       18935246038554112000000000000000.0000000000 	 181680774602982860000000.0000000000	 1.5707963172         0.0000000096         1.5707963076         -1.4398966137        1.4398966137         1.7016960015        
111.4000000000       20285183416000076000000000000000.0000000000 	 190636837388332890000000.0000000000	 1.5707963174         0.0000000094         1.5707963080         -1.4398966141        1.4398966141         1.7016960019        
111.5000000000       21731369699274776000000000000000.0000000000 	 200034394661971030000000.0000000000	 1.5707963176         0.0000000092         1.5707963084         -1.4398966145        1.4398966145         1.7016960023        
111.6000000000       23280667926550479000000000000000.0000000000 	 209895210159576760000000.0000000000	 1.5707963178         0.0000000090         1.5707963088         -1.4398966149        1.4398966149         1.7016960027        
111.7000000000       24940430547794951000000000000000.0000000000 	 220242120473237130000000.0000000000	 1.5707963180         0.0000000088         1.5707963091         -1.4398966152        1.4398966152         1.7016960030        
111.8000000000       26718534328262380000000000000000.0000000000 	 231099087938547330000000.0000000000	 1.5707963181         0.0000000086         1.5707963095         -1.4398966156        1.4398966156         1.7016960034        
111.9000000000       28623417741407665000000000000000.0000000000 	 242491256128812070000000.0000000000	 1.5707963183         0.0000000085         1.5707963099         -1.4398966160        1.4398966160         1.7016960038        
112.0000000000       30664121028791562000000000000000.0000000000 	 254445008084867320000000.0000000000	 1.5707963185         0.0000000083         1.5707963102         -1.4398966163        1.4398966163         1.7016960041        
112.1000000000       32850329117210599000000000000000.0000000000 	 266988027415375830000000.0000000000	 1.5707963187         0.0000000081         1.5707963105         -1.4398966166        1.4398966166         1.7016960044        
112.2000000000       35192417596856071000000000000000.0000000000 	 280149362409098400000000.0000000000	 1.5707963188         0.0000000080         1.5707963109         -1.4398966170        1.4398966170         1.7016960048        
112.3000000000       37701501978844950000000000000000.0000000000 	 293959493307618220000000.0000000000	 1.5707963190         0.0000000078         1.5707963112         -1.4398966173        1.4398966173         1.7016960051        
112.4000000000       40389490466040678000000000000000.0000000000 	 308450402894314160000000.0000000000	 1.5707963192         0.0000000076         1.5707963115         -1.4398966176        1.4398966176         1.7016960054        
112.5000000000       43269140487769054000000000000000.0000000000 	 323655650563060340000000.0000000000	 1.5707963193         0.0000000075         1.5707963118         -1.4398966179        1.4398966179         1.7016960057        
112.6000000000       46354119266911077000000000000000.0000000000 	 339610450038185900000000.0000000000	 1.5707963195         0.0000000073         1.5707963121         -1.4398966182        1.4398966182         1.7016960060        
