n,      F(n),      G(n),      ATg_FG,      ATg_GF,      pi,      Delta,      Theta,      O_large 

502.6000000000       55327952141787525000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1077960340832567300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
502.7000000000       59293132495104148000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1131099042567594500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
502.8000000000       63542486113215917000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1186857248485774900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
502.9000000000       68096378980106831000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1245364088617416400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.0000000000       72976636665050132000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1306755058535143300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.1000000000       78206648928331116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1371172333147125300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.2000000000       83811481823897128000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1438765095958928500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.3000000000       89817997836229552000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1509689884566531500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.4000000000       96254984627241376000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1584110953180621600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.5000000000       103153293010269160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1662200653021749100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.6000000000       110545984812454950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1744139831467284900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.7000000000       118468491334207070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1830118250874568300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.8000000000       126958783165219720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 1920335028050194000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
503.9000000000       136057552170963400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2014999095383200200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.0000000000       145808406521889880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2114329684710093500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.1000000000       156258079700108680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2218556835032291500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.2000000000       167456654485284930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2327921925261801500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.3000000000       179457802993304070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2442678233228915000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.4000000000       192319043918188100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2563091522246526300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.5000000000       206102018210202250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2689440656589484400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.6000000000       220872784511456460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2822018247314375600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.7000000000       236702135765001030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 2961131329915375700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.8000000000       253665938514900110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 3107102075385554000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
504.9000000000       271845496523525190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 3260268536330375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.0000000000       291327940448860070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 3420985429861305700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.1000000000       312206645449515470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 3589624959082640600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.2000000000       334581678719007420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 3766577675074006700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.3000000000       358560279094303750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 3952253381364817700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.4000000000       384257371037375120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 4147082082995333900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.5000000000       411796115453234290000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 4351514982362262600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.6000000000       441308499984507180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 4566025524155160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.7000000000       472935971611785950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 4791110491803602100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.8000000000       506830114591788040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 5027291157974377000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
505.9000000000       543153376982649440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 5275114491783123600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.0000000000       582079849238554460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 5535154425516198100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.1000000000       623796098605476750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 5808013183796347900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.2000000000       668502063317260190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 6094322678270410200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.3000000000       716412010877887130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 6394745971048974400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.4000000000       767755565022954010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 6709978810287184300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.5000000000       822778806282547280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 7040751241462911600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.6000000000       881745451420491100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 7387829298083857500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.7000000000       944938117402987350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 7752016775739077100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.8000000000       1012659675954824900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 8134157093603432800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
506.9000000000       1085234705195519800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 8535135247706029100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.0000000000       1163011045313053700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 8955879860486189900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.1000000000       1246361465731534800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 9397365331383519500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.2000000000       1335685451763496600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 9860614093442603300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.3000000000       1431411119310242700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 10346698981158374000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.4000000000       1533997266787389500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 10856745715045853000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.5000000000       1643935574110473200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 11391935508688238000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.6000000000       1761752959280361000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 11953507804300991000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.7000000000       1888014103863587200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 12542763143147199000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.8000000000       2023324159472247300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 13161066177451794000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
507.9000000000       2168331648215632400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 13809848830789868000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.0000000000       2323731571025494300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 14490613614268240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.1000000000       2490268738753187900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 15204937106180201000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.2000000000       2668741342004677000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 15954473603191878000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.3000000000       2860004776823704200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 16740958951516082000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.4000000000       3064975744559682100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 17566214566946114000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.5000000000       3284636645571081900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 18432151653059586000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.6000000000       3520040287823441500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 19340775627361118000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.7000000000       3772314932950438300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 20294190765614392000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.8000000000       4042669703963952300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 21294605075119337000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
508.9000000000       4332400380532455300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 22344335408220450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
509.0000000000       4642895609604695700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000 	 23445812827888580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000	 1.5707963268         0.0000000000         1.5707963268         -1.4726215564        1.4726215564         1.6689710972        
